#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,ReH,ReE,ReHTilde,dvcs
2,0,5.75,1.933,0.368,-0.232,7.5,0.0796278,0.00398139,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,1,5.75,1.933,0.368,-0.232,22.5,0.0748961,0.0037448,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,2,5.75,1.933,0.368,-0.232,37.5,0.0614657,0.00307328,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,3,5.75,1.933,0.368,-0.232,52.5,0.0659853,0.00329926,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,4,5.75,1.933,0.368,-0.232,67.5,0.0509038,0.00254519,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,5,5.75,1.933,0.368,-0.232,82.5,0.0463403,0.00231702,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,6,5.75,1.933,0.368,-0.232,97.5,0.0407645,0.00203822,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,7,5.75,1.933,0.368,-0.232,112.5,0.0376063,0.00188032,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,8,5.75,1.933,0.368,-0.232,127.5,0.0336059,0.00168029,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,9,5.75,1.933,0.368,-0.232,142.5,0.033436,0.0016718,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,10,5.75,1.933,0.368,-0.232,157.5,0.0329124,0.00164562,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,11,5.75,1.933,0.368,-0.232,172.5,0.0296168,0.00148084,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,12,5.75,1.933,0.368,-0.232,187.5,0.0290792,0.00145396,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,13,5.75,1.933,0.368,-0.232,202.5,0.0312476,0.00156238,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,14,5.75,1.933,0.368,-0.232,217.5,0.0300665,0.00150333,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,15,5.75,1.933,0.368,-0.232,232.5,0.0373414,0.00186707,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,16,5.75,1.933,0.368,-0.232,247.5,0.0357541,0.00178771,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,17,5.75,1.933,0.368,-0.232,262.5,0.0395554,0.00197777,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,18,5.75,1.933,0.368,-0.232,277.5,0.0482101,0.0024105,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,19,5.75,1.933,0.368,-0.232,292.5,0.0556483,0.00278242,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,20,5.75,1.933,0.368,-0.232,307.5,0.0634259,0.00317129,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,21,5.75,1.933,0.368,-0.232,322.5,0.0741047,0.00370523,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,22,5.75,1.933,0.368,-0.232,337.5,0.0782595,0.00391298,0.05,-1.17857,-0.60202,-0.6329,0.0151
2,23,5.75,1.933,0.368,-0.232,352.5,0.0790409,0.00395204,0.05,-1.17857,-0.60202,-0.6329,0.0151
3,0,5.75,1.964,0.375,-0.278,7.5,0.0667357,0.00333678,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,1,5.75,1.964,0.375,-0.278,22.5,0.0628123,0.00314062,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,2,5.75,1.964,0.375,-0.278,37.5,0.0527847,0.00263923,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,3,5.75,1.964,0.375,-0.278,52.5,0.049882,0.0024941,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,4,5.75,1.964,0.375,-0.278,67.5,0.0450614,0.00225307,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,5,5.75,1.964,0.375,-0.278,82.5,0.0388557,0.00194278,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,6,5.75,1.964,0.375,-0.278,97.5,0.0307029,0.00153514,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,7,5.75,1.964,0.375,-0.278,112.5,0.0284708,0.00142354,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,8,5.75,1.964,0.375,-0.278,127.5,0.0305445,0.00152723,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,9,5.75,1.964,0.375,-0.278,142.5,0.0288205,0.00144103,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,10,5.75,1.964,0.375,-0.278,157.5,0.0270324,0.00135162,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,11,5.75,1.964,0.375,-0.278,172.5,0.0260047,0.00130024,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,12,5.75,1.964,0.375,-0.278,187.5,0.0252583,0.00126291,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,13,5.75,1.964,0.375,-0.278,202.5,0.0264858,0.00132429,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,14,5.75,1.964,0.375,-0.278,217.5,0.0274566,0.00137283,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,15,5.75,1.964,0.375,-0.278,232.5,0.0305571,0.00152785,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,16,5.75,1.964,0.375,-0.278,247.5,0.0295787,0.00147893,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,17,5.75,1.964,0.375,-0.278,262.5,0.0352361,0.00176181,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,18,5.75,1.964,0.375,-0.278,277.5,0.0408961,0.00204481,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,19,5.75,1.964,0.375,-0.278,292.5,0.0482165,0.00241082,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,20,5.75,1.964,0.375,-0.278,307.5,0.051045,0.00255225,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,21,5.75,1.964,0.375,-0.278,322.5,0.0571039,0.00285519,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,22,5.75,1.964,0.375,-0.278,337.5,0.0645979,0.0032299,0.05,-1.47816,-0.60372,-0.51933,0.01463
3,23,5.75,1.964,0.375,-0.278,352.5,0.0690764,0.00345382,0.05,-1.47816,-0.60372,-0.51933,0.01463
4,0,5.75,1.986,0.379,-0.323,7.5,0.0711227,0.00355614,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,1,5.75,1.986,0.379,-0.323,22.5,0.0612409,0.00306204,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,2,5.75,1.986,0.379,-0.323,37.5,0.0480504,0.00240252,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,3,5.75,1.986,0.379,-0.323,52.5,0.0473244,0.00236622,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,4,5.75,1.986,0.379,-0.323,67.5,0.0368551,0.00184275,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,5,5.75,1.986,0.379,-0.323,82.5,0.0304711,0.00152355,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,6,5.75,1.986,0.379,-0.323,97.5,0.0274271,0.00137136,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,7,5.75,1.986,0.379,-0.323,112.5,0.0249465,0.00124732,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,8,5.75,1.986,0.379,-0.323,127.5,0.0234445,0.00117222,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,9,5.75,1.986,0.379,-0.323,142.5,0.0235093,0.00117546,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,10,5.75,1.986,0.379,-0.323,157.5,0.0231859,0.0011593,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,11,5.75,1.986,0.379,-0.323,172.5,0.0220412,0.00110206,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,12,5.75,1.986,0.379,-0.323,187.5,0.0195638,0.000978192,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,13,5.75,1.986,0.379,-0.323,202.5,0.0214205,0.00107103,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,14,5.75,1.986,0.379,-0.323,217.5,0.0208865,0.00104432,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,15,5.75,1.986,0.379,-0.323,232.5,0.0216701,0.00108351,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,16,5.75,1.986,0.379,-0.323,247.5,0.0244955,0.00122477,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,17,5.75,1.986,0.379,-0.323,262.5,0.0275334,0.00137667,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,18,5.75,1.986,0.379,-0.323,277.5,0.0312373,0.00156187,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,19,5.75,1.986,0.379,-0.323,292.5,0.0381617,0.00190808,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,20,5.75,1.986,0.379,-0.323,307.5,0.0445266,0.00222633,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,21,5.75,1.986,0.379,-0.323,322.5,0.051636,0.0025818,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,22,5.75,1.986,0.379,-0.323,337.5,0.0665341,0.00332671,0.05,-1.09194,-0.27839,-0.19536,0.01315
4,23,5.75,1.986,0.379,-0.323,352.5,0.066376,0.0033188,0.05,-1.09194,-0.27839,-0.19536,0.01315
5,0,5.75,1.999,0.381,-0.371,7.5,0.0587161,0.00293581,0.05,-1.57613,0.39551,-1.20596,0.01176
5,1,5.75,1.999,0.381,-0.371,22.5,0.0492677,0.00246339,0.05,-1.57613,0.39551,-1.20596,0.01176
5,2,5.75,1.999,0.381,-0.371,37.5,0.0471849,0.00235925,0.05,-1.57613,0.39551,-1.20596,0.01176
5,3,5.75,1.999,0.381,-0.371,52.5,0.0390131,0.00195065,0.05,-1.57613,0.39551,-1.20596,0.01176
5,4,5.75,1.999,0.381,-0.371,67.5,0.0347166,0.00173583,0.05,-1.57613,0.39551,-1.20596,0.01176
5,5,5.75,1.999,0.381,-0.371,82.5,0.0264386,0.00132193,0.05,-1.57613,0.39551,-1.20596,0.01176
5,6,5.75,1.999,0.381,-0.371,97.5,0.0236037,0.00118019,0.05,-1.57613,0.39551,-1.20596,0.01176
5,7,5.75,1.999,0.381,-0.371,112.5,0.0230023,0.00115012,0.05,-1.57613,0.39551,-1.20596,0.01176
5,8,5.75,1.999,0.381,-0.371,127.5,0.0220381,0.0011019,0.05,-1.57613,0.39551,-1.20596,0.01176
5,9,5.75,1.999,0.381,-0.371,142.5,0.0203003,0.00101501,0.05,-1.57613,0.39551,-1.20596,0.01176
5,10,5.75,1.999,0.381,-0.371,157.5,0.0207231,0.00103616,0.05,-1.57613,0.39551,-1.20596,0.01176
5,11,5.75,1.999,0.381,-0.371,172.5,0.0176329,0.000881645,0.05,-1.57613,0.39551,-1.20596,0.01176
5,12,5.75,1.999,0.381,-0.371,187.5,0.0198859,0.000994296,0.05,-1.57613,0.39551,-1.20596,0.01176
5,13,5.75,1.999,0.381,-0.371,202.5,0.0177228,0.000886139,0.05,-1.57613,0.39551,-1.20596,0.01176
5,14,5.75,1.999,0.381,-0.371,217.5,0.0215719,0.0010786,0.05,-1.57613,0.39551,-1.20596,0.01176
5,15,5.75,1.999,0.381,-0.371,232.5,0.0213859,0.0010693,0.05,-1.57613,0.39551,-1.20596,0.01176
5,16,5.75,1.999,0.381,-0.371,247.5,0.022148,0.0011074,0.05,-1.57613,0.39551,-1.20596,0.01176
5,17,5.75,1.999,0.381,-0.371,262.5,0.0262254,0.00131127,0.05,-1.57613,0.39551,-1.20596,0.01176
5,18,5.75,1.999,0.381,-0.371,277.5,0.0295818,0.00147909,0.05,-1.57613,0.39551,-1.20596,0.01176
5,19,5.75,1.999,0.381,-0.371,292.5,0.0318956,0.00159478,0.05,-1.57613,0.39551,-1.20596,0.01176
5,20,5.75,1.999,0.381,-0.371,307.5,0.036126,0.0018063,0.05,-1.57613,0.39551,-1.20596,0.01176
5,21,5.75,1.999,0.381,-0.371,322.5,0.0446387,0.00223194,0.05,-1.57613,0.39551,-1.20596,0.01176
5,22,5.75,1.999,0.381,-0.371,337.5,0.0524574,0.00262287,0.05,-1.57613,0.39551,-1.20596,0.01176
5,23,5.75,1.999,0.381,-0.371,352.5,0.0578765,0.00289383,0.05,-1.57613,0.39551,-1.20596,0.01176
6,0,5.75,2.218,0.345,-0.176,7.5,0.109359,0.00546796,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,1,5.75,2.218,0.345,-0.176,22.5,0.103616,0.00518079,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,2,5.75,2.218,0.345,-0.176,37.5,0.0910343,0.00455172,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,3,5.75,2.218,0.345,-0.176,52.5,0.0857304,0.00428652,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,4,5.75,2.218,0.345,-0.176,67.5,0.0726621,0.00363311,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,5,5.75,2.218,0.345,-0.176,82.5,0.0651734,0.00325867,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,6,5.75,2.218,0.345,-0.176,97.5,0.0644307,0.00322154,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,7,5.75,2.218,0.345,-0.176,112.5,0.0597876,0.00298938,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,8,5.75,2.218,0.345,-0.176,127.5,0.0475439,0.0023772,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,9,5.75,2.218,0.345,-0.176,142.5,0.042087,0.00210435,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,10,5.75,2.218,0.345,-0.176,157.5,0.0413517,0.00206758,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,11,5.75,2.218,0.345,-0.176,172.5,0.0431089,0.00215544,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,12,5.75,2.218,0.345,-0.176,187.5,0.0432184,0.00216092,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,13,5.75,2.218,0.345,-0.176,202.5,0.0385676,0.00192838,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,14,5.75,2.218,0.345,-0.176,217.5,0.0467151,0.00233576,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,15,5.75,2.218,0.345,-0.176,232.5,0.0508096,0.00254048,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,16,5.75,2.218,0.345,-0.176,247.5,0.0538708,0.00269354,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,17,5.75,2.218,0.345,-0.176,262.5,0.0632231,0.00316115,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,18,5.75,2.218,0.345,-0.176,277.5,0.0658237,0.00329118,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,19,5.75,2.218,0.345,-0.176,292.5,0.0733012,0.00366506,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,20,5.75,2.218,0.345,-0.176,307.5,0.0901405,0.00450702,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,21,5.75,2.218,0.345,-0.176,322.5,0.0973311,0.00486655,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,22,5.75,2.218,0.345,-0.176,337.5,0.103638,0.00518191,0.05,-0.68309,-0.4221,-0.62148,0.01049
6,23,5.75,2.218,0.345,-0.176,352.5,0.111185,0.00555925,0.05,-0.68309,-0.4221,-0.62148,0.01049
7,0,5.75,2.318,0.363,-0.232,7.5,0.0892528,0.00446264,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,1,5.75,2.318,0.363,-0.232,22.5,0.0889574,0.00444787,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,2,5.75,2.318,0.363,-0.232,37.5,0.0717948,0.00358974,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,3,5.75,2.318,0.363,-0.232,52.5,0.0657194,0.00328597,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,4,5.75,2.318,0.363,-0.232,67.5,0.0544221,0.0027211,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,5,5.75,2.318,0.363,-0.232,82.5,0.047461,0.00237305,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,6,5.75,2.318,0.363,-0.232,97.5,0.0399977,0.00199989,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,7,5.75,2.318,0.363,-0.232,112.5,0.035948,0.0017974,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,8,5.75,2.318,0.363,-0.232,127.5,0.0316373,0.00158187,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,9,5.75,2.318,0.363,-0.232,142.5,0.029127,0.00145635,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,10,5.75,2.318,0.363,-0.232,157.5,0.0284863,0.00142432,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,11,5.75,2.318,0.363,-0.232,172.5,0.0264316,0.00132158,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,12,5.75,2.318,0.363,-0.232,187.5,0.0294041,0.0014702,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,13,5.75,2.318,0.363,-0.232,202.5,0.0303288,0.00151644,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,14,5.75,2.318,0.363,-0.232,217.5,0.0286734,0.00143367,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,15,5.75,2.318,0.363,-0.232,232.5,0.0327402,0.00163701,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,16,5.75,2.318,0.363,-0.232,247.5,0.0350597,0.00175299,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,17,5.75,2.318,0.363,-0.232,262.5,0.0414236,0.00207118,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,18,5.75,2.318,0.363,-0.232,277.5,0.0445304,0.00222652,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,19,5.75,2.318,0.363,-0.232,292.5,0.0555456,0.00277728,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,20,5.75,2.318,0.363,-0.232,307.5,0.0625556,0.00312778,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,21,5.75,2.318,0.363,-0.232,322.5,0.0761093,0.00380547,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,22,5.75,2.318,0.363,-0.232,337.5,0.0822247,0.00411123,0.05,-0.98653,-0.45978,-0.50307,0.00967
7,23,5.75,2.318,0.363,-0.232,352.5,0.0944586,0.00472293,0.05,-0.98653,-0.45978,-0.50307,0.00967
8,0,5.75,2.348,0.368,-0.279,7.5,0.0680167,0.00340083,0.05,-0.87041,0.64815,-4.68262,0.00406
8,1,5.75,2.348,0.368,-0.279,22.5,0.0622606,0.00311303,0.05,-0.87041,0.64815,-4.68262,0.00406
8,2,5.75,2.348,0.368,-0.279,37.5,0.0536658,0.00268329,0.05,-0.87041,0.64815,-4.68262,0.00406
8,3,5.75,2.348,0.368,-0.279,52.5,0.048012,0.0024006,0.05,-0.87041,0.64815,-4.68262,0.00406
8,4,5.75,2.348,0.368,-0.279,67.5,0.0422299,0.0021115,0.05,-0.87041,0.64815,-4.68262,0.00406
8,5,5.75,2.348,0.368,-0.279,82.5,0.0363574,0.00181787,0.05,-0.87041,0.64815,-4.68262,0.00406
8,6,5.75,2.348,0.368,-0.279,97.5,0.0304544,0.00152272,0.05,-0.87041,0.64815,-4.68262,0.00406
8,7,5.75,2.348,0.368,-0.279,112.5,0.0285471,0.00142736,0.05,-0.87041,0.64815,-4.68262,0.00406
8,8,5.75,2.348,0.368,-0.279,127.5,0.0277437,0.00138718,0.05,-0.87041,0.64815,-4.68262,0.00406
8,9,5.75,2.348,0.368,-0.279,142.5,0.0226258,0.00113129,0.05,-0.87041,0.64815,-4.68262,0.00406
8,10,5.75,2.348,0.368,-0.279,157.5,0.0225332,0.00112666,0.05,-0.87041,0.64815,-4.68262,0.00406
8,11,5.75,2.348,0.368,-0.279,172.5,0.0216426,0.00108213,0.05,-0.87041,0.64815,-4.68262,0.00406
8,12,5.75,2.348,0.368,-0.279,187.5,0.0230687,0.00115343,0.05,-0.87041,0.64815,-4.68262,0.00406
8,13,5.75,2.348,0.368,-0.279,202.5,0.0254569,0.00127285,0.05,-0.87041,0.64815,-4.68262,0.00406
8,14,5.75,2.348,0.368,-0.279,217.5,0.0254783,0.00127392,0.05,-0.87041,0.64815,-4.68262,0.00406
8,15,5.75,2.348,0.368,-0.279,232.5,0.0267345,0.00133672,0.05,-0.87041,0.64815,-4.68262,0.00406
8,16,5.75,2.348,0.368,-0.279,247.5,0.0282757,0.00141379,0.05,-0.87041,0.64815,-4.68262,0.00406
8,17,5.75,2.348,0.368,-0.279,262.5,0.0329733,0.00164866,0.05,-0.87041,0.64815,-4.68262,0.00406
8,18,5.75,2.348,0.368,-0.279,277.5,0.0374152,0.00187076,0.05,-0.87041,0.64815,-4.68262,0.00406
8,19,5.75,2.348,0.368,-0.279,292.5,0.0402696,0.00201348,0.05,-0.87041,0.64815,-4.68262,0.00406
8,20,5.75,2.348,0.368,-0.279,307.5,0.0449564,0.00224782,0.05,-0.87041,0.64815,-4.68262,0.00406
8,21,5.75,2.348,0.368,-0.279,322.5,0.0544804,0.00272402,0.05,-0.87041,0.64815,-4.68262,0.00406
8,22,5.75,2.348,0.368,-0.279,337.5,0.0637813,0.00318907,0.05,-0.87041,0.64815,-4.68262,0.00406
8,23,5.75,2.348,0.368,-0.279,352.5,0.0680782,0.00340391,0.05,-0.87041,0.64815,-4.68262,0.00406
9,0,5.75,2.36,0.371,-0.325,7.5,0.0808143,0.00404071,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,1,5.75,2.36,0.371,-0.325,22.5,0.0662853,0.00331427,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,2,5.75,2.36,0.371,-0.325,37.5,0.0533782,0.00266891,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,3,5.75,2.36,0.371,-0.325,52.5,0.0384394,0.00192197,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,4,5.75,2.36,0.371,-0.325,67.5,0.0342488,0.00171244,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,5,5.75,2.36,0.371,-0.325,82.5,0.0318271,0.00159136,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,6,5.75,2.36,0.371,-0.325,97.5,0.0265678,0.00132839,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,7,5.75,2.36,0.371,-0.325,112.5,0.0228458,0.00114229,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,8,5.75,2.36,0.371,-0.325,127.5,0.0214577,0.00107288,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,9,5.75,2.36,0.371,-0.325,142.5,0.0185775,0.000928877,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,10,5.75,2.36,0.371,-0.325,157.5,0.0188134,0.000940672,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,11,5.75,2.36,0.371,-0.325,172.5,0.0174046,0.000870228,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,12,5.75,2.36,0.371,-0.325,187.5,0.0183023,0.000915116,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,13,5.75,2.36,0.371,-0.325,202.5,0.0199166,0.000995829,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,14,5.75,2.36,0.371,-0.325,217.5,0.0203387,0.00101694,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,15,5.75,2.36,0.371,-0.325,232.5,0.0202481,0.00101241,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,16,5.75,2.36,0.371,-0.325,247.5,0.0221395,0.00110698,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,17,5.75,2.36,0.371,-0.325,262.5,0.024226,0.0012113,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,18,5.75,2.36,0.371,-0.325,277.5,0.0298815,0.00149407,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,19,5.75,2.36,0.371,-0.325,292.5,0.0344975,0.00172487,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,20,5.75,2.36,0.371,-0.325,307.5,0.0430395,0.00215198,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,21,5.75,2.36,0.371,-0.325,322.5,0.0540621,0.0027031,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,22,5.75,2.36,0.371,-0.325,337.5,0.0593588,0.00296794,0.05,-1.6372,-0.51071,-0.38628,0.00829
9,23,5.75,2.36,0.371,-0.325,352.5,0.075744,0.0037872,0.05,-1.6372,-0.51071,-0.38628,0.00829
10,0,5.75,2.375,0.373,-0.372,7.5,0.0768833,0.00384417,0.05,-0.57137,-0.151,-0.09568,0.00732
10,1,5.75,2.375,0.373,-0.372,22.5,0.0668058,0.00334029,0.05,-0.57137,-0.151,-0.09568,0.00732
