#Set,index,k,QQ,x_b,t,phi_x,F,sigmaF,varF,ReH,ReE,ReHTilde,dvcs
4,3,5.75,1.986,0.379,-0.323,52.5,0.0439265,0.00219633,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,4,5.75,1.986,0.379,-0.323,67.5,0.0352871,0.00176436,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,5,5.75,1.986,0.379,-0.323,82.5,0.0299772,0.00149886,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,6,5.75,1.986,0.379,-0.323,97.5,0.0275698,0.00137849,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,7,5.75,1.986,0.379,-0.323,112.5,0.0254769,0.00127384,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,8,5.75,1.986,0.379,-0.323,127.5,0.0242069,0.00121034,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,9,5.75,1.986,0.379,-0.323,142.5,0.0244472,0.00122236,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,10,5.75,1.986,0.379,-0.323,157.5,0.0242125,0.00121062,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,11,5.75,1.986,0.379,-0.323,172.5,0.0230617,0.00115309,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,12,5.75,1.986,0.379,-0.323,187.5,0.0204696,0.00102348,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,13,5.75,1.986,0.379,-0.323,202.5,0.0223689,0.00111845,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,14,5.75,1.986,0.379,-0.323,217.5,0.0217198,0.00108599,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,15,5.75,1.986,0.379,-0.323,232.5,0.0223748,0.00111874,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,16,5.75,1.986,0.379,-0.323,247.5,0.0250163,0.00125081,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,17,5.75,1.986,0.379,-0.323,262.5,0.0276766,0.00138383,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,18,5.75,1.986,0.379,-0.323,277.5,0.030731,0.00153655,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,19,5.75,1.986,0.379,-0.323,292.5,0.0365381,0.00182691,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,20,5.75,1.986,0.379,-0.323,307.5,0.0413296,0.00206648,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,21,5.75,1.986,0.379,-0.323,322.5,0.0464597,0.00232298,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,22,5.75,1.986,0.379,-0.323,337.5,0.0583445,0.00291723,0.05,-0.95399,-0.88621,-0.91828,0.01055
4,23,5.75,1.986,0.379,-0.323,352.5,0.0573585,0.00286793,0.05,-0.95399,-0.88621,-0.91828,0.01055
5,0,5.75,1.999,0.381,-0.371,7.5,0.0593273,0.00296636,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,1,5.75,1.999,0.381,-0.371,22.5,0.0496571,0.00248286,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,2,5.75,1.999,0.381,-0.371,37.5,0.0473714,0.00236857,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,3,5.75,1.999,0.381,-0.371,52.5,0.0390153,0.00195076,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,4,5.75,1.999,0.381,-0.371,67.5,0.0346276,0.00173138,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,5,5.75,1.999,0.381,-0.371,82.5,0.0263501,0.00131751,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,6,5.75,1.999,0.381,-0.371,97.5,0.0235479,0.0011774,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,7,5.75,1.999,0.381,-0.371,112.5,0.0230001,0.00115,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,8,5.75,1.999,0.381,-0.371,127.5,0.0220996,0.00110498,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,9,5.75,1.999,0.381,-0.371,142.5,0.0204149,0.00102074,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,10,5.75,1.999,0.381,-0.371,157.5,0.0208867,0.00104433,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,11,5.75,1.999,0.381,-0.371,172.5,0.0177937,0.000889687,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,12,5.75,1.999,0.381,-0.371,187.5,0.0200673,0.00100336,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,13,5.75,1.999,0.381,-0.371,202.5,0.0178626,0.000893132,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,14,5.75,1.999,0.381,-0.371,217.5,0.0216937,0.00108469,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,15,5.75,1.999,0.381,-0.371,232.5,0.0214456,0.00107228,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,16,5.75,1.999,0.381,-0.371,247.5,0.0221459,0.00110729,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,17,5.75,1.999,0.381,-0.371,262.5,0.0261634,0.00130817,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,18,5.75,1.999,0.381,-0.371,277.5,0.0294829,0.00147414,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,19,5.75,1.999,0.381,-0.371,292.5,0.0318138,0.00159069,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,20,5.75,1.999,0.381,-0.371,307.5,0.036128,0.0018064,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,21,5.75,1.999,0.381,-0.371,322.5,0.0448152,0.00224076,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,22,5.75,1.999,0.381,-0.371,337.5,0.052872,0.0026436,0.05,-0.91179,-0.72124,-0.72309,0.01111
5,23,5.75,1.999,0.381,-0.371,352.5,0.0584789,0.00292395,0.05,-0.91179,-0.72124,-0.72309,0.01111
6,0,5.75,2.218,0.345,-0.176,7.5,0.10764,0.00538198,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,1,5.75,2.218,0.345,-0.176,22.5,0.102078,0.00510392,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,2,5.75,2.218,0.345,-0.176,37.5,0.0898418,0.00449209,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,3,5.75,2.218,0.345,-0.176,52.5,0.0848214,0.00424107,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,4,5.75,2.218,0.345,-0.176,67.5,0.0721194,0.00360597,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,5,5.75,2.218,0.345,-0.176,82.5,0.0649212,0.00324606,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,6,5.75,2.218,0.345,-0.176,97.5,0.0644298,0.00322149,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,7,5.75,2.218,0.345,-0.176,112.5,0.0600178,0.00300089,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,8,5.75,2.218,0.345,-0.176,127.5,0.0478979,0.00239489,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,9,5.75,2.218,0.345,-0.176,142.5,0.0425279,0.0021264,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,10,5.75,2.218,0.345,-0.176,157.5,0.041876,0.0020938,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,11,5.75,2.218,0.345,-0.176,172.5,0.0437054,0.00218527,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,12,5.75,2.218,0.345,-0.176,187.5,0.0438164,0.00219082,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,13,5.75,2.218,0.345,-0.176,202.5,0.0390566,0.00195283,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,14,5.75,2.218,0.345,-0.176,217.5,0.0472046,0.00236023,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,15,5.75,2.218,0.345,-0.176,232.5,0.0511878,0.00255939,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,16,5.75,2.218,0.345,-0.176,247.5,0.0540783,0.00270391,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,17,5.75,2.218,0.345,-0.176,262.5,0.0632222,0.00316111,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,18,5.75,2.218,0.345,-0.176,277.5,0.0655689,0.00327845,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,19,5.75,2.218,0.345,-0.176,292.5,0.0727537,0.00363769,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,20,5.75,2.218,0.345,-0.176,307.5,0.0891848,0.00445924,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,21,5.75,2.218,0.345,-0.176,322.5,0.0960561,0.0048028,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,22,5.75,2.218,0.345,-0.176,337.5,0.102101,0.00510504,0.05,-0.40794,-0.63449,-0.93243,0.00937
6,23,5.75,2.218,0.345,-0.176,352.5,0.109437,0.00547183,0.05,-0.40794,-0.63449,-0.93243,0.00937
7,0,5.75,2.318,0.363,-0.232,7.5,0.0843633,0.00421816,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,1,5.75,2.318,0.363,-0.232,22.5,0.0844096,0.00422048,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,2,5.75,2.318,0.363,-0.232,37.5,0.0686281,0.0034314,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,3,5.75,2.318,0.363,-0.232,52.5,0.0634642,0.00317321,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,4,5.75,2.318,0.363,-0.232,67.5,0.0531958,0.00265979,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,5,5.75,2.318,0.363,-0.232,82.5,0.0470023,0.00235011,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,6,5.75,2.318,0.363,-0.232,97.5,0.0401313,0.00200657,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,7,5.75,2.318,0.363,-0.232,112.5,0.0365088,0.00182544,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,8,5.75,2.318,0.363,-0.232,127.5,0.0324706,0.00162353,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,9,5.75,2.318,0.363,-0.232,142.5,0.0301444,0.00150722,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,10,5.75,2.318,0.363,-0.232,157.5,0.0296517,0.00148258,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,11,5.75,2.318,0.363,-0.232,172.5,0.0275939,0.0013797,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,12,5.75,2.318,0.363,-0.232,187.5,0.0306971,0.00153486,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,13,5.75,2.318,0.363,-0.232,202.5,0.0315695,0.00157848,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,14,5.75,2.318,0.363,-0.232,217.5,0.0296749,0.00148375,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,15,5.75,2.318,0.363,-0.232,232.5,0.0336026,0.00168013,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,16,5.75,2.318,0.363,-0.232,247.5,0.0356067,0.00178033,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,17,5.75,2.318,0.363,-0.232,262.5,0.041562,0.0020781,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,18,5.75,2.318,0.363,-0.232,277.5,0.0441,0.002205,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,19,5.75,2.318,0.363,-0.232,292.5,0.054294,0.0027147,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,20,5.75,2.318,0.363,-0.232,307.5,0.060409,0.00302045,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,21,5.75,2.318,0.363,-0.232,322.5,0.0727523,0.00363761,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,22,5.75,2.318,0.363,-0.232,337.5,0.0780211,0.00390105,0.05,-0.91897,-0.56702,-0.70178,0.00906
7,23,5.75,2.318,0.363,-0.232,352.5,0.0892839,0.00446419,0.05,-0.91897,-0.56702,-0.70178,0.00906
8,0,5.75,2.348,0.368,-0.279,7.5,0.0685568,0.00342784,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,1,5.75,2.348,0.368,-0.279,22.5,0.0625603,0.00312801,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,2,5.75,2.348,0.368,-0.279,37.5,0.0536524,0.00268262,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,3,5.75,2.348,0.368,-0.279,52.5,0.0477512,0.00238756,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,4,5.75,2.348,0.368,-0.279,67.5,0.0418479,0.00209239,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,5,5.75,2.348,0.368,-0.279,82.5,0.0359921,0.0017996,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,6,5.75,2.348,0.368,-0.279,97.5,0.0302046,0.00151023,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,7,5.75,2.348,0.368,-0.279,112.5,0.0284331,0.00142165,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,8,5.75,2.348,0.368,-0.279,127.5,0.0277877,0.00138938,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,9,5.75,2.348,0.368,-0.279,142.5,0.0227912,0.00113956,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,10,5.75,2.348,0.368,-0.279,157.5,0.0228024,0.00114012,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,11,5.75,2.348,0.368,-0.279,172.5,0.0219572,0.00109786,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,12,5.75,2.348,0.368,-0.279,187.5,0.0234041,0.0011702,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,13,5.75,2.348,0.368,-0.279,202.5,0.0257611,0.00128805,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,14,5.75,2.348,0.368,-0.279,217.5,0.0256645,0.00128323,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,15,5.75,2.348,0.368,-0.279,232.5,0.0267769,0.00133884,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,16,5.75,2.348,0.368,-0.279,247.5,0.0281628,0.00140814,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,17,5.75,2.348,0.368,-0.279,262.5,0.0327029,0.00163514,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,18,5.75,2.348,0.368,-0.279,277.5,0.0370393,0.00185196,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,19,5.75,2.348,0.368,-0.279,292.5,0.0399053,0.00199527,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,20,5.75,2.348,0.368,-0.279,307.5,0.0447121,0.00223561,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,21,5.75,2.348,0.368,-0.279,322.5,0.0544669,0.00272334,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,22,5.75,2.348,0.368,-0.279,337.5,0.0640884,0.00320442,0.05,-1.45485,-0.77699,-0.8415,0.00723
8,23,5.75,2.348,0.368,-0.279,352.5,0.0686189,0.00343094,0.05,-1.45485,-0.77699,-0.8415,0.00723
9,0,5.75,2.36,0.371,-0.325,7.5,0.0718839,0.00359419,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,1,5.75,2.36,0.371,-0.325,22.5,0.0595285,0.00297643,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,2,5.75,2.36,0.371,-0.325,37.5,0.0487795,0.00243897,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,3,5.75,2.36,0.371,-0.325,52.5,0.0359219,0.00179609,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,4,5.75,2.36,0.371,-0.325,67.5,0.0327889,0.00163945,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,5,5.75,2.36,0.371,-0.325,82.5,0.0311914,0.00155957,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,6,5.75,2.36,0.371,-0.325,97.5,0.0265862,0.00132931,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,7,5.75,2.36,0.371,-0.325,112.5,0.0232639,0.0011632,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,8,5.75,2.36,0.371,-0.325,127.5,0.0221527,0.00110764,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,9,5.75,2.36,0.371,-0.325,142.5,0.0193734,0.000968672,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,10,5.75,2.36,0.371,-0.325,157.5,0.0197488,0.00098744,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,11,5.75,2.36,0.371,-0.325,172.5,0.0183291,0.000916456,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,12,5.75,2.36,0.371,-0.325,187.5,0.0192746,0.000963729,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,13,5.75,2.36,0.371,-0.325,202.5,0.0209068,0.00104534,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,14,5.75,2.36,0.371,-0.325,217.5,0.0212101,0.0010605,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,15,5.75,2.36,0.371,-0.325,232.5,0.020904,0.0010452,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,16,5.75,2.36,0.371,-0.325,247.5,0.0225448,0.00112724,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,17,5.75,2.36,0.371,-0.325,262.5,0.0242428,0.00121214,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,18,5.75,2.36,0.371,-0.325,277.5,0.0292846,0.00146423,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,19,5.75,2.36,0.371,-0.325,292.5,0.033027,0.00165135,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,20,5.75,2.36,0.371,-0.325,307.5,0.0402208,0.00201104,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,21,5.75,2.36,0.371,-0.325,322.5,0.0494044,0.00247022,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,22,5.75,2.36,0.371,-0.325,337.5,0.0533081,0.0026654,0.05,-1.6501,-0.31811,-0.28109,0.00776
9,23,5.75,2.36,0.371,-0.325,352.5,0.0673739,0.00336869,0.05,-1.6501,-0.31811,-0.28109,0.00776
10,0,5.75,2.375,0.373,-0.372,7.5,0.0638523,0.00319262,0.05,-1.18843,-0.58035,-0.54952,0.00576
